Country,Average,Stdev
ZWE,1.65306122449,0.517096304462
TCA,0.448979591837,0.730144645714
SOM,1.63265306122,0.560388988479
ESP,0.244897959184,0.590074787543
LMC,1.16326530612,0.617663100017
NAM,0.877551020408,0.872075943642
LCA,1.30612244898,0.787765676148
SLB,1.38775510204,0.750953856856
SEN,1.65306122449,0.517096304462
COL,1.02040816327,0.868726394032
EAS,0.183673469388,0.436753766511
FJI,1.67346938776,0.510612081763
KAZ,0.877551020408,0.895171926509
SUR,0.510204081633,0.811208445484
KIR,0.632653061224,0.873507533022
LVA,0.428571428571,0.67005939426
BLR,0.938775510204,0.890039285198
CUW,0.34693877551,0.624369736358
UMC,1.14285714286,0.638876565
VUT,1.36734693878,0.774435345347
OSS,0.714285714286,0.857142857143
TKM,0.857142857143,0.880630571853
LMY,1.22448979592,0.544557716903
ARM,1.20408163265,0.880157496035
SST,0.755102040816,0.869684724598
KHM,1.40816326531,0.697469693495
LUX,0.367346938776,0.690869831829
IND,0.224489795918,0.544557716903
BIH,1.04081632653,0.924919934173
SYC,0.489795918367,0.731853921512
RUS,0.122448979592,0.327803640902
MNG,1.0612244898,0.890039285198
MYS,0.857142857143,0.903507902905
MHL,0.34693877551,0.656242252686
RWA,1.69387755102,0.460881215944
SAS,0.673469387755,0.842439487369
GMB,1.61224489796,0.564830714412
SDN,1.67346938776,0.510612081763
TCD,1.67346938776,0.510612081763
BRN,0.224489795918,0.505694354831
IDN,0.551020408163,0.608149568398
TUN,1.67346938776,0.510612081763
BHR,0.224489795918,0.544557716903
EUU,0.183673469388,0.387217672674
ASM,0.448979591837,0.730144645714
PRI,0.244897959184,0.516290230232
MUS,1.51020408163,0.673778531397
OMN,0.755102040816,0.845893133717
ZAF,1.24489795918,0.845893133717
MAR,1.63265306122,0.560388988479
KSV,1.0,0.925820099773
PHL,1.30612244898,0.813259544701
DEU,0.244897959184,0.554411334988
ADO,0.489795918367,0.731853921512
NOR,0.0816326530612,0.340272081644
MEX,0.448979591837,0.784056029073
MNP,0.387755102041,0.694477531721
ARG,0.673469387755,0.866325929665
UKR,0.714285714286,0.880630571853
CYM,0.387755102041,0.632982139562
BTN,1.40816326531,0.753721849495
LIC,0.69387755102,0.787765676148
AUT,0.326530612245,0.651145148308
MAC,0.510204081633,0.811208445484
HUN,0.30612244898,0.612924792558
LCN,0.183673469388,0.387217672674
ECS,0.244897959184,0.475120274564
IMY,0.612244897959,0.777655464623
CMR,1.65306122449,0.517096304462
GHA,1.69387755102,0.460881215944
